NAME_CN,SCIENTIFIC_NAME
维氏红果仔,Syzygium floribundum F.Muell.
維氏紅果仔,Syzygium floribundum F.Muell.
水竹蒲桃,Syzygium fluviatile Merr. et Perry
台湾蒲桃,Syzygium formosanum Mori
臺灣蒲桃,Syzygium formosanum Mori
滇边蒲桃,Syzygium forrestii Merr. et Perry
滇邊蒲桃,Syzygium forrestii Merr. et Perry
簇花蒲桃,Syzygium fruticosum (Roxb.) DC.
轮叶蒲桃,Syzygium grijsii (Hance) Merr. et Perry
輪葉蒲桃,Syzygium grijsii (Hance) Merr. et Perry
广西蒲桃,Syzygium guangxiense Chang et Miau
廣西蒲桃,Syzygium guangxiense Chang et Miau
海南蒲桃,Syzygium hainanense Chang et Miau
红鳞蒲桃,Syzygium hancei Merr.
紅鱗蒲桃,Syzygium hancei Merr.
贵州蒲桃,Syzygium handelii Merr. et Perry
貴州蒲桃,Syzygium handelii Merr. et Perry
万宁蒲桃,Syzygium howii Merr. et Perry
萬寧蒲桃,Syzygium howii Merr. et Perry
桂南蒲桃,Syzygium imitans Merr. et Perry
褐背蒲桃,Syzygium infrarubiginosum Chang et Miau
蒲桃,Syzygium jambos (L.) Alston
线叶蒲桃,Syzygium jambos var. linearilimbum Chang et Lau.
線葉蒲桃,Syzygium jambos var. linearilimbum Chang et Lau.
尖峰蒲桃,Syzygium jienfunicum Chang et Miau
圆顶蒲桃,Syzygium kashotense Mori
圓頂蒲桃,Syzygium kashotense Mori
恒春蒲桃,Syzygium kusukusense Mori
广东蒲桃,Syzygium kwangtungense Merr. et Perry
廣東蒲桃,Syzygium kwangtungense Merr. et Perry
少花老挝蒲桃,Syzygium laosense var. quocense (Gagnep.) Chang et Miau
少花老撾蒲桃,Syzygium laosense var. quocense (Gagnep.) Chang et Miau
粗叶木蒲桃,Syzygium lasianthifolium Chang et Miau
粗葉木蒲桃,Syzygium lasianthifolium Chang et Miau
阔叶蒲桃,Syzygium latilimbum Merr. et Perry
闊葉蒲桃,Syzygium latilimbum Merr. et Perry
纤花蒲桃,Syzygium leptanthum Nied.
纖花蒲桃,Syzygium leptanthum Nied.
山蒲桃,Syzygium levinei Merr. et Perry
长花蒲桃,Syzygium lineatum (DC.) Merr.
長花蒲桃,Syzygium lineatum (DC.) Merr.
麻六甲蒲桃,Syzygium malaccense (L.) Merr. et Perry
马六甲蒲桃,Syzygium malaccense (L.) Merr. et Perry
馬六甲蒲桃,Syzygium malaccense (L.) Merr. et Perry
黑長葉蒲桃,Syzygium melanophyllum Chang et Miau
黑长叶蒲桃,Syzygium melanophyllum Chang et Miau
大花竹叶蒲桃,Syzygium myrsinifolium var. grandiflorum Chang et Miau
大花竹葉蒲桃,Syzygium myrsinifolium var. grandiflorum Chang et Miau
倒披针叶蒲桃,Syzygium oblancilimbum Chang et Miau
倒披針葉蒲桃,Syzygium oblancilimbum Chang et Miau
高檐蒲桃,Syzygium oblatum (Roxb.) Wall.
高簷蒲桃,Syzygium oblatum (Roxb.) Wall.
香蒲桃,Syzygium odoratum DC.
假多瓣蒲桃,Syzygium polypetaloideum Merr. et Perry
红枝蒲桃,Syzygium rehderianum Merr. et Perry
紅枝蒲桃,Syzygium rehderianum Merr. et Perry
滇西蒲桃,Syzygium rockii Merr. et Perry
皱萼蒲桃,Syzygium rysopodum Merr. et Perry
皺萼蒲桃,Syzygium rysopodum Merr. et Perry
怒江蒲桃,Syzygium salwinense Merr. et Perry
洋蒲桃,Syzygium samarangense Merr. et Perry
石生蒲桃,Syzygium saxatile Chang et Miau
纤枝蒲桃,Syzygium stenocladum Merr. et Perry
纖枝蒲桃,Syzygium stenocladum Merr. et Perry
硬叶蒲桃,Syzygium sterrophyllum Merr. et Perry
硬葉蒲桃,Syzygium sterrophyllum Merr. et Perry
四川蒲桃,Syzygium szechuanense Chang et Miau
思茅蒲桃,Syzygium szemaoense Merr. et Perry
台湾棒花蒲桃,Syzygium taiwanicum Chang et Miau
臺灣棒花蒲桃,Syzygium taiwanicum Chang et Miau
细轴蒲桃,Syzygium tenuirhachis Chang et Miau
細軸蒲桃,Syzygium tenuirhachis Chang et Miau
方枝蒲桃,Syzygium tephrodes Merr. et Perry
四角蒲桃,Syzygium tetragonum Wall.
黑叶蒲桃,Syzygium thumra (Roxb.) Merr. et Perry
黑葉蒲桃,Syzygium thumra (Roxb.) Merr. et Perry
狭叶蒲桃,Syzygium tsoongii (Merr.) et Perry
狹葉蒲桃,Syzygium tsoongii (Merr.) et Perry
毛脉蒲桃,Syzygium vestitum Merr. et Perry
毛脈蒲桃,Syzygium vestitum Merr. et Perry
文山蒲桃,Syzygium wenshanense Chang et Miau
西藏蒲桃,Syzygium xizangense Chang et Miau
云南蒲桃,Syzygium yunnanense Merr. et Perry
雲南蒲桃,Syzygium yunnanense Merr. et Perry
锡兰蒲桃,Syzygium zeylanicum DC.
錫蘭蒲桃,Syzygium zeylanicum DC.
异叶黄钟木,Tabebuia heterophylla (DC.) Britt.
異葉黃鐘木,Tabebuia heterophylla (DC.) Britt.
蒟蒻薯属,Tacca
蒟蒻薯屬,Tacca
箭根薯,Tacca chantrieri Andre
丝须蒟蒻薯,Tacca integrifolia Ker-Gawl.
絲須蒟蒻薯,Tacca integrifolia Ker-Gawl.
蒟蒻薯,Tacca leontopetaloides (L.) Kuntze.
扇苞蒟蒻薯,Tacca subflabellata P. P. Ling et C. T. Ting
蒟蒻薯科,Taccaceae
葫芦茶属,Tadehagi
葫蘆茶屬,Tadehagi
蔓茎葫芦茶,Tadehagi pseudotriquetrum (DC.) Yang et Huang
蔓莖葫蘆茶,Tadehagi pseudotriquetrum (DC.) Yang et Huang
葫芦茶,Tadehagi triquetrum (L.) Ohashi
葫蘆茶,Tadehagi triquetrum (L.) Ohashi
带叶兰属,Taeniophyllum
帶葉蘭屬,Taeniophyllum
带叶兰,Taeniophyllum glandulosum Bl.
帶葉蘭,Taeniophyllum glandulosum Bl.
兜唇带叶兰,Taeniophyllum obtusum Bl.
兜唇帶葉蘭,Taeniophyllum obtusum Bl.
竹叶蕨属,Taenitis
竹葉蕨屬,Taenitis
竹叶蕨,Taenitis blechnoides (Willd.) Sw.
竹葉蕨,Taenitis blechnoides (Willd.) Sw.
万寿菊属,Tagetes
萬壽菊屬,Tagetes
万寿菊,Tagetes erecta L.
萬壽菊,Tagetes erecta L.
孔雀草,Tagetes patula L.
细叶万寿菊,Tagetes tenuifolia Kunth
細葉萬壽菊,Tagetes tenuifolia Kunth
太行花属,Taihangia
太行花屬,Taihangia
缘毛太行花,Taihangia rupestris var. ciliata Yu et Li
緣毛太行花,Taihangia rupestris var. ciliata Yu et Li
太行花,Taihangia rupestris Yu et Li
带唇兰属,Tainia
帶唇蘭屬,Tainia
狭叶带唇兰,Tainia angustifolia (Lindl.) Benth. et Hook. f.
狹葉帶唇蘭,Tainia angustifolia (Lindl.) Benth. et Hook. f.
带唇兰,Tainia dunnii Rolfe
帶唇蘭,Tainia dunnii Rolfe
峨眉带唇兰,Tainia emeiensis (K. Y. Lang) Z. H. Tsi
峨眉帶唇蘭,Tainia emeiensis (K. Y. Lang) Z. H. Tsi
香港带唇兰,Tainia hongkongensis Rolfe
香港帶唇蘭,Tainia hongkongensis Rolfe
绿花带唇兰,Tainia hookeriana King et Pantl.
綠花帶唇蘭,Tainia hookeriana King et Pantl.
阔叶带唇兰,Tainia latifolia (Lindl.) Rchb. f.
闊葉帶唇蘭,Tainia latifolia (Lindl.) Rchb. f.
大花带唇兰,Tainia macrantha Hook. f.
大花帶唇蘭,Tainia macrantha Hook. f.
滇南带唇兰,Tainia minor Hook. f.
滇南帶唇蘭,Tainia minor Hook. f.
卵叶带唇兰,Tainia ovifolia Z. H. Tsi et S. C. Chen
卵葉帶唇蘭,Tainia ovifolia Z. H. Tsi et S. C. Chen
南方带唇兰,Tainia ruybarrettoi (S. Y. Hu et Barretto) Z. H. Tsi
南方帶唇蘭,Tainia ruybarrettoi (S. Y. Hu et Barretto) Z. H. Tsi
高褶带唇兰,Tainia viridifusca (Hook.) Benth. et Hook. f.
高褶帶唇蘭,Tainia viridifusca (Hook.) Benth. et Hook. f.
台湾杉属,Taiwania
臺灣杉屬,Taiwania
台湾杉,Taiwania cryptomerioides Hayata
臺灣杉,Taiwania cryptomerioides Hayata
禿杉,Taiwania flousiana Gaussen
秃杉,Taiwania flousiana Gaussen
伊犁芹属,Talassia
伊犁芹屬,Talassia
伊犁芹,Talassia transiliensis (Herd.) Korov.
盖裂木属,Talauma
蓋裂木屬,Talauma
盖裂木,Talauma hodgsoni Hook. f. et Thoms.
蓋裂木,Talauma hodgsoni Hook. f. et Thoms.
土人参属,Talinum
土人參屬,Talinum
棱轴土人参,Talinum fruticosum (L.) Juss.
棱軸土人參,Talinum fruticosum (L.) Juss.
土人参,Talinum paniculatum (Jacq.) Gaertn.
土人參,Talinum paniculatum (Jacq.) Gaertn.
柽柳科,Tamaricaceae
檉柳科,Tamaricaceae
酸豆属,Tamarindus
酸豆屬,Tamarindus
酸豆,Tamarindus indica L.
柽柳属,Tamarix
檉柳屬,Tamarix
白花柽柳,Tamarix androssowii Litw.
白花檉柳,Tamarix androssowii Litw.
无叶柽柳,Tamarix aphyila (L.) Karst.
無葉檉柳,Tamarix aphyila (L.) Karst.
密花柽柳,Tamarix arceuthoides Bunge
密花檉柳,Tamarix arceuthoides Bunge
甘蒙柽柳,Tamarix austromongolica Nakai
甘蒙檉柳,Tamarix austromongolica Nakai
柽柳,Tamarix chinensis Lour.
檉柳,Tamarix chinensis Lour.
长穗柽柳,Tamarix elongata Ledeb.
長穗檉柳,Tamarix elongata Ledeb.
甘肃柽柳,Tamarix gansuensis H. Z. Zhang
甘肅檉柳,Tamarix gansuensis H. Z. Zhang
翠枝柽柳,Tamarix gracilis Willd.
翠枝檉柳,Tamarix gracilis Willd.
刚毛柽柳,Tamarix hispida Willd.
剛毛檉柳,Tamarix hispida Willd.
多花柽柳,Tamarix hohenackeri Bunge
多花檉柳,Tamarix hohenackeri Bunge
金塔柽柳,Tamarix jintaenia P. Y. Zhang et M. T. Liu
金塔檉柳,Tamarix jintaenia P. Y. Zhang et M. T. Liu
盐地柽柳,Tamarix karelinii Bunge
鹽地檉柳,Tamarix karelinii Bunge
伞花短穗柽柳,Tamarix laxa var. polystachya (Ledeb.) Bge.
傘花短穗檉柳,Tamarix laxa var. polystachya (Ledeb.) Bge.
短穗柽柳,Tamarix laxa Willd.
短穗檉柳,Tamarix laxa Willd.
细穗柽柳,Tamarix leptostachys Bunge
細穗檉柳,Tamarix leptostachys Bunge
蒙古柽柳,Tamarix mongolica Niedenzu
蒙古檉柳,Tamarix mongolica Niedenzu
多枝柽柳,Tamarix ramosissima Ledeb.
多枝檉柳,Tamarix ramosissima Ledeb.
莎车柽柳,Tamarix sachuensis P. Y. Zhang et M. T. Liu
莎車檉柳,Tamarix sachuensis P. Y. Zhang et M. T. Liu
沙生柽柳,Tamarix taklamakanensis M. T. Liu
沙生檉柳,Tamarix taklamakanensis M. T. Liu
塔里木柽柳,Tamarix tarimensis P. Y. Zhang et M. T. Liu
塔裏木檉柳,Tamarix tarimensis P. Y. Zhang et M. T. Liu
纤细柽柳,Tamarix tenuissima Nakai
纖細檉柳,Tamarix tenuissima Nakai
菊蒿属,Tanacetum
菊蒿屬,Tanacetum
阿尔泰菊蒿,Tanacetum barclayanuzn DC.
阿爾泰菊蒿,Tanacetum barclayanuzn DC.
密头菊蒿,Tanacetum crassipes (Stschgel.) Tzvel.
密頭菊蒿,Tanacetum crassipes (Stschgel.) Tzvel.
散头菊蒿,Tanacetum santolina C. Winkl.
散頭菊蒿,Tanacetum santolina C. Winkl.
岩菊蒿,Tanacetum scopulorum (Krash) Tzvel.
巖菊蒿,Tanacetum scopulorum (Krash) Tzvel.
伞房菊蒿,Tanacetum tanacetoides (DC.) Tzvel.
傘房菊蒿,Tanacetum tanacetoides (DC.) Tzvel.
菊蒿,Tanacetum vulgare L.
峨屏草属,Tanakaea
峨屏草屬,Tanakaea
峨屏草,Tanakaea omeiensis Nakai
金佛山兰属,Tangtsinia
金佛山蘭屬,Tangtsinia
金佛山兰,Tangtsinia nanchuanica S. C. Chen
金佛山蘭,Tangtsinia nanchuanica S. C. Chen
达边蕨属,Tapeinidium
達邊蕨屬,Tapeinidium
达边蕨,Tapeinidium pinnatum (Cav.) C. Chr.
達邊蕨,Tapeinidium pinnatum (Cav.) C. Chr.
沟子荠属,Taphrospermum
溝子薺屬,Taphrospermum
沟子荠,Taphrospermum altaicum C. A. Mey.
溝子薺,Taphrospermum altaicum C. A. Mey.
大果沟子荠,Taphrospermum altaicum var. magnicarpum Z. X. An
大果溝子薺,Taphrospermum altaicum var. magnicarpum Z. X. An
瘿椒树属,Tapiscia
癭椒樹屬,Tapiscia
利川瘿椒树,Tapiscia lichunensis W. C. Cheng et C. D. Chun
利川癭椒樹,Tapiscia lichunensis W. C. Cheng et C. D. Chun
瘿椒树,Tapiscia sinensis Oliv.
癭椒樹,Tapiscia sinensis Oliv.
大果瘿椒树,Tapiscia sinensis var. macrocarpa T. Z. Hsu
大果癭椒樹,Tapiscia sinensis var. macrocarpa T. Z. Hsu
云南瘿椒树,Tapiscia yunnanensis W. C. Cheng et C. D. Chun
雲南癭椒樹,Tapiscia yunnanensis W. C. Cheng et C. D. Chun
蒲公英属,Taraxacum
蒲公英屬,Taraxacum
翼柄蒲公英,Taraxacum alatopetiolum D. T. Zhai et Z. X. An
阿尔泰蒲公英,Taraxacum altaicum Schischk.
阿爾泰蒲公英,Taraxacum altaicum Schischk.
丹东蒲公英,Taraxacum antungense Kitag.
丹東蒲公英,Taraxacum antungense Kitag.
天全蒲公英,Taraxacum apargiaeforme Dahlst.
亚洲蒲公英,Taraxacum asiaticum Dahlst.
亞洲蒲公英,Taraxacum asiaticum Dahlst.
窄苞蒲公英,Taraxacum bessarabicum (Hornem.) Hand.-Mazz.
双角蒲公英,Taraxacum bicorne Dahlst.
雙角蒲公英,Taraxacum bicorne Dahlst.
华蒲公英,Taraxacum borealisinense Kitam.
華蒲公英,Taraxacum borealisinense Kitam.
芥叶蒲公英,Taraxacum brassicaefolium Kitag.
芥葉蒲公英,Taraxacum brassicaefolium Kitag.
短喙蒲公英,Taraxacum brevirostre Hand.-Mazz.
大头蒲公英,Taraxacum calanthodium Dahlst.
大頭蒲公英,Taraxacum calanthodium Dahlst.
中亚蒲公英,Taraxacum centrasiaticum D. T. Zhai et Z. X. An
中亞蒲公英,Taraxacum centrasiaticum D. T. Zhai et Z. X. An
川西蒲公英,Taraxacum chionophilum Dahlst.
堆叶蒲公英,Taraxacum compactum Schischk.
堆葉蒲公英,Taraxacum compactum Schischk.
朝鲜蒲公英,Taraxacum coreanum Nakai
朝鮮蒲公英,Taraxacum coreanum Nakai
丽江蒲公英,Taraxacum dasypodum V. Soest
麗江蒲公英,Taraxacum dasypodum V. Soest
粉绿蒲公英,Taraxacum dealbatum Hand.-Mazz.
粉綠蒲公英,Taraxacum dealbatum Hand.-Mazz.
多裂蒲公英,Taraxacum dissectum (Ledeb.) Ledeb.
无角蒲公英,Taraxacum ecornutum S. Koval.
無角蒲公英,Taraxacum ecornutum S. Koval.
毛柄蒲公英,Taraxacum eriopodum (D. Don) DC.
红果蒲公英,Taraxacum erythrospermum Andrz.
紅果蒲公英,Taraxacum erythrospermum Andrz.
网苞蒲公英,Taraxacum forrestii V. Soest
網苞蒲公英,Taraxacum forrestii V. Soest
反苞蒲公英,Taraxacum giypodon Dahlst.
光果蒲公英,Taraxacum glabrum DC.
苍叶蒲公英,Taraxacum glaucophyllum V. Soest
蒼葉蒲公英,Taraxacum glaucophyllum V. Soest
小叶蒲公英,Taraxacum goloskokovii Schischk.
小葉蒲公英,Taraxacum goloskokovii Schischk.
异苞蒲公英,Taraxacum heterolepis Nakai et Koidz. ex Kitag.
異苞蒲公英,Taraxacum heterolepis Nakai et Koidz. ex Kitag.
印度蒲公英,Taraxacum indicum Hand.-Mazz.
橡胶草,Taraxacum koksaghyz Rodin
橡膠草,Taraxacum koksaghyz Rodin
光苞蒲公英,Taraxacum lamprolepis Kitag.
多毛蒲公英,Taraxacum lanigerum V. Soest
白花蒲公英,Taraxacum leucanthum (Ledeb.) Ledeb.
山西蒲公英,Taraxacum licentii V. Soest
紫花蒲公英,Taraxacum lilacinum Krassn. ex Schischk.
小果蒲公英,Taraxacum lipskyi Schischk.
長錐蒲公英,Taraxacum longipyramidatum Schischk.
长锥蒲公英,Taraxacum longipyramidatum Schischk.
林周蒲公英,Taraxacum ludlowii V. Soest
川甘蒲公英,Taraxacum lugubre Dahlst.
红角蒲公英,Taraxacum luridum Hagl.
紅角蒲公英,Taraxacum luridum Hagl.
灰果蒲公英,Taraxacum maurocarpum Dahlst.
毛叶蒲公英,Taraxacum minutilobum M. Pop. ex S. Koval.
毛葉蒲公英,Taraxacum minutilobum M. Pop. ex S. Koval.
亚东蒲公英,Taraxacum mitalii V. Soest
亞東蒲公英,Taraxacum mitalii V. Soest
蒲公英,Taraxacum mongolicum Hand.-Mazz.
荒谟蒲公英,Taraxacum monochlamydeum Hand.-Mazz.
荒謨蒲公英,Taraxacum monochlamydeum Hand.-Mazz.
多葶蒲公英,Taraxacum multiscaposum Schischk.
垂头蒲公英,Taraxacum nutans Dahlst.
垂頭蒲公英,Taraxacum nutans Dahlst.
药用蒲公英,Taraxacum officinale F. H. Wigg.
藥用蒲公英,Taraxacum officinale F. H. Wigg.
东北蒲公英,Taraxacum ohwianmn Kitam.
東北蒲公英,Taraxacum ohwianmn Kitam.
小花蒲公英,Taraxacum parvulum (Wall.) DC.
尖角蒲公英,Taraxacum pingue Schischk.
白缘蒲公英,Taraxacum platypecidum Diels
白緣蒲公英,Taraxacum platypecidum Diels
狭苞蒲公英,Taraxacum platypecidum var. angustibracteatum Ling
狹苞蒲公英,Taraxacum platypecidum var. angustibracteatum Ling
山地蒲公英,Taraxacum pseudoalpinum Schischk. ex Oraz.
窄边蒲公英,Taraxacum pseudoatratum Oraz.
窄邊蒲公英,Taraxacum pseudoatratum Oraz.
葱岑蒲公英,Taraxacum pseudominutilobum S. Koval.
蔥岑蒲公英,Taraxacum pseudominutilobum S. Koval.
绯红蒲公英,Taraxacum pseudoroseum Schischk.
緋紅蒲公英,Taraxacum pseudoroseum Schischk.
長角蒲公英,Taraxacum pseudostenoceras V. Soest
长角蒲公英,Taraxacum pseudostenoceras V. Soest
策勒蒲公英,Taraxacum qirae D. T. Zhai et Z. X. An
血果蒲公英,Taraxacum repandum Pavl.
拉萨蒲公英,Taraxacum sherriffii V. Soest
拉薩蒲公英,Taraxacum sherriffii V. Soest
锡金蒲公英,Taraxacum sikkimense Hand.-Mazz.
錫金蒲公英,Taraxacum sikkimense Hand.-Mazz.
和田蒲公英,Taraxacum stanjukoviczii Schischk.
角苞蒲公英,Taraxacum stenoceras Dahlst.
深裂蒲公英,Taraxacum stenolobum Stschegl.
滇北蒲公英,Taraxacum suberiopodum V. Soest
寒生蒲公英,Taraxacum subglaciale Schischk.
紫果蒲公英,Taraxacum sumneviczii Schischk.
天山蒲公英,Taraxacum tianschanicum Pavl.
藏蒲公英,Taraxacum tibetanmn Hand.-Mazz.
斑叶蒲公英,Taraxacum variegatum Kitag.
斑葉蒲公英,Taraxacum variegatum Kitag.
新源蒲公英,Taraxacum xinyuanicum D. T. Zhai et Z. X. An
乌口树属,Tarenna
烏口樹屬,Tarenna
尖萼乌口树,Tarenna acutisepala How ex W. C. Chen
尖萼烏口樹,Tarenna acutisepala How ex W. C. Chen
假桂乌口树,Tarenna attenuata (Voigt) Hutch.
假桂烏口樹,Tarenna attenuata (Voigt) Hutch.
华南乌口树,Tarenna austrosinensis Chun et How ex W. C. Chen
華南烏口樹,Tarenna austrosinensis Chun et How ex W. C. Chen
白皮乌口树,Tarenna depauperata Hutch.
白皮烏口樹,Tarenna depauperata Hutch.
薄叶玉心花,Tarenna gracilipes (Hayata) Ohwi
薄葉玉心花,Tarenna gracilipes (Hayata) Ohwi
广西乌口树,Tarenna lanceolata Chun et How ex W. C. Chen
廣西烏口樹,Tarenna lanceolata Chun et How ex W. C. Chen
披针叶乌口树,Tarenna lancilimba W. C. Chen
披針葉烏口樹,Tarenna lancilimba W. C. Chen
宽序乌口树,Tarenna laticorymbosa Chun et How ex W. C. Chen
寬序烏口樹,Tarenna laticorymbosa Chun et How ex W. C. Chen
崖州乌口树,Tarenna laui Merr.
崖州烏口樹,Tarenna laui Merr.
白花苦灯笼,Tarenna mollissima (Hook. et Arn.) Rob.
白花苦燈籠,Tarenna mollissima (Hook. et Arn.) Rob.
多籽乌口树,Tarenna polysperma Chun et How ex W. C. Chen
多籽烏口樹,Tarenna polysperma Chun et How ex W. C. Chen
滇南乌口树,Tarenna pubinervis Hutch.
滇南烏口樹,Tarenna pubinervis Hutch.
长梗乌口树,Tarenna sinica W. C. Chen
長梗烏口樹,Tarenna sinica W. C. Chen
椭圆叶乌口树,Tarenna tsangii f. elliptica Chun et How
橢圓葉烏口樹,Tarenna tsangii f. elliptica Chun et How
海南乌口树,Tarenna tsangii Merr.
海南烏口樹,Tarenna tsangii Merr.
长叶乌口树,Tarenna wangii Chun et How ex W. C. Chen
長葉烏口樹,Tarenna wangii Chun et How ex W. C. Chen
云南乌口树,Tarenna yunnanensis How ex W. C. Chen
雲南烏口樹,Tarenna yunnanensis How ex W. C. Chen
锡兰玉心花,Tarenna zeylanica Gaertn.
錫蘭玉心花,Tarenna zeylanica Gaertn.
岭罗麦属,Tarennoidea
嶺羅麥屬,Tarennoidea
岭罗麦,Tarennoidea wallichii (Hook. f.) Tirveng. et C. Sastre
嶺羅麥,Tarennoidea wallichii (Hook. f.) Tirveng. et C. Sastre
肖笼鸡属,Tarphochlamys
肖籠雞屬,Tarphochlamys
肖笼鸡,Tarphochlamys affinis (Griff.) Bremek.
肖籠雞,Tarphochlamys affinis (Griff.) Bremek.
贵州肖笼鸡,Tarphochlamys darrish (Levl.) E. Hossain
貴州肖籠雞,Tarphochlamys darrish (Levl.) E. Hossain
舟果荠属,Tauscheria
舟果薺屬,Tauscheria
舟果荠,Tauscheria lasiocarpa Fisch. ex DC.
舟果薺,Tauscheria lasiocarpa Fisch. ex DC.
光果舟果荠,Tauscheria lasiocarpa var. gymnocarpa (Fisch. ex DC.) Boiss.
光果舟果薺,Tauscheria lasiocarpa var. gymnocarpa (Fisch. ex DC.) Boiss.
红豆杉科,Taxaceae
紅豆杉科,Taxaceae
钝果寄生属,Taxillus
鈍果寄生屬,Taxillus
栗毛钝果寄生,Taxillus balansae (Lecomte) Danser
栗毛鈍果寄生,Taxillus balansae (Lecomte) Danser
松柏钝果寄生,Taxillus caloreas (Diels) Danser
松柏鈍果寄生,Taxillus caloreas (Diels) Danser
显脉钝果寄生,Taxillus caloreas var. fargesii (Lecomte) H. S. Kiu
顯脈鈍果寄生,Taxillus caloreas var. fargesii (Lecomte) H. S. Kiu
广寄生,Taxillus chinensis (DC) Danser
廣寄生,Taxillus chinensis (DC) Danser
柳叶钝果寄生,Taxillus dalavayi (Van Tiegh.) Danser
柳葉鈍果寄生,Taxillus dalavayi (Van Tiegh.) Danser
黄衫钝果寄生,Taxillus kaempferi var. grandiflorus H. S. Kiu
黃衫鈍果寄生,Taxillus kaempferi var. grandiflorus H. S. Kiu
锈毛钝果寄生,Taxillus levinei (Merr.) H. S. Kiu
鏽毛鈍果寄生,Taxillus levinei (Merr.) H. S. Kiu
銹毛鈍果寄生,Taxillus levinei (Merr.) H. S. Kiu
木兰寄生,Taxillus limprichtii (Grun.) H. S. Kiu
木蘭寄生,Taxillus limprichtii (Grun.) H. S. Kiu
显脉木兰寄生,Taxillus limprichtii var. liquidambaricolus (Hay.) H. S. Kiu
顯脈木蘭寄生,Taxillus limprichtii var. liquidambaricolus (Hay.) H. S. Kiu
亮叶木兰寄生,Taxillus limprichtii var. longiflorus (Lecomte) H. S. Kiu
亮葉木蘭寄生,Taxillus limprichtii var. longiflorus (Lecomte) H. S. Kiu
毛叶钝果寄生,Taxillus nigrans (Hance) Danser
毛葉鈍果寄生,Taxillus nigrans (Hance) Danser
高雄钝果寄生,Taxillus pseudochinensis (Yamamoto) Danser
高雄鈍果寄生,Taxillus pseudochinensis (Yamamoto) Danser
龙陵钝果寄生,Taxillus sericus Danser
龍陵鈍果寄生,Taxillus sericus Danser
桑寄生,Taxillus sutchuenensis (Lecomte) Danser
灰毛桑寄生,Taxillus sutchuenensis var. duclouxii (Lecomte) H. S. Kiu
台湾钝果寄生,Taxillus theifer (Hayata) H. S. Kiu
臺灣鈍果寄生,Taxillus theifer (Hayata) H. S. Kiu
滇藏钝果寄生,Taxillus thibetensis (Lecomte) Danser
